,0,1,2,3,4,5,6,7,8
,0,1,2,3,4,5,6,7,8
0,100010573450,5,91195,19249,0.98,136,0.016,84,0.004
,0,1,2,3,4,5,6,7,8
0,10023076060232,5,17061,2202,0.97,21,0.009,30,0.021
,0,1,2,3,4,5,6,7,8
0,60758303422,5,88991,24350,0.97,325,0.012,377,0.018
,0,1,2,3,4,5,6,7,8
0,66405358873,5,312,75,0.96,1,0.012,2,0.028
,0,1,2,3,4,5,6,7,8
0,320468,5,14289,7794,0.97,173,0.023,57,0.007
,0,1,2,3,4,5,6,7,8
0,71069614937,5,713,122,0.97,2,0.022,1,0.008
,0,1,2,3,4,5,6,7,8
0,10132774754,5,17078,15021,0.96,297,0.018,314,0.022
,0,1,2,3,4,5,6,7,8
0,53069580088,5,6485,1299,0.98,14,0.017,4,0.003
,0,1,2,3,4,5,6,7,8
0,66309353890,5,3230,933,0.97,10,0.01,17,0.02
,0,1,2,3,4,5,6,7,8
0,10025514601327,5,173,134,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024790674020,5,18704,2897,0.98,25,0.008,28,0.012
,0,1,2,3,4,5,6,7,8
0,730621,5,1373099,421902,0.99,1799,0.008,1055,0.002
,0,1,2,3,4,5,6,7,8
0,100001054643,5,4738,1018,0.98,8,0.013,8,0.007
,0,1,2,3,4,5,6,7,8
0,10022863839944,5,21,3,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100005383485,5,2023,409,0.98,6,0.018,1,0.002
,0,1,2,3,4,5,6,7,8
0,11273265050,5,33012,26025,0.99,41,0.001,75,0.009
,0,1,2,3,4,5,6,7,8
0,71410101116,5,4854,891,0.94,25,0.026,29,0.034
,0,1,2,3,4,5,6,7,8
0,10026213160201,5,113,39,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,44673813697,5,403,104,0.94,1,0.009,5,0.051
,0,1,2,3,4,5,6,7,8
0,29678275611,5,26568,13599,0.98,69,0.005,116,0.015
,0,1,2,3,4,5,6,7,8
0,66645425176,5,211,57,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025987402882,5,10657,5481,0.99,11,0.001,24,0.009
,0,1,2,3,4,5,6,7,8
0,100017621152,5,32,7,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10026300780641,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,34249957531,5,13175,11970,0.98,85,0.014,81,0.006
,0,1,2,3,4,5,6,7,8
0,68410895376,5,395,91,0.95,1,0.01,3,0.04
,0,1,2,3,4,5,6,7,8
0,100001333086,5,4017,873,0.97,11,0.022,8,0.008
,0,1,2,3,4,5,6,7,8
0,60758303422,5,88991,24350,0.97,325,0.012,377,0.018
,0,1,2,3,4,5,6,7,8
0,100006078416,5,41813,7556,0.98,65,0.014,50,0.006
,0,1,2,3,4,5,6,7,8
0,100007968338,5,7924,1731,0.97,26,0.021,16,0.009
,0,1,2,3,4,5,6,7,8
0,10132774754,5,17078,15021,0.96,297,0.018,314,0.022
,0,1,2,3,4,5,6,7,8
0,43329822832,5,6903,1738,0.98,6,0.003,12,0.017
,0,1,2,3,4,5,6,7,8
0,4124144,5,2935,1921,0.96,33,0.027,27,0.013
,0,1,2,3,4,5,6,7,8
0,62569521438,5,6486,1300,0.98,14,0.017,4,0.003
,0,1,2,3,4,5,6,7,8
0,10024790674020,5,18704,2897,0.98,25,0.008,28,0.012
,0,1,2,3,4,5,6,7,8
0,34245999710,5,907,315,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,10023377824314,5,273,57,0.96,1,0.024,1,0.016
,0,1,2,3,4,5,6,7,8
0,10430425688,5,6582,6003,0.98,24,0.003,52,0.017
,0,1,2,3,4,5,6,7,8
0,42025669393,5,1640,989,0.99,1,0.001,2,0.009
,0,1,2,3,4,5,6,7,8
0,1324085814,5,12841,10899,0.98,113,0.016,53,0.004
,0,1,2,3,4,5,6,7,8
0,100013499480,5,61466,9669,0.97,129,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,967615,5,340560,212995,0.99,706,0.008,455,0.002
,0,1,2,3,4,5,6,7,8
0,42025669393,5,1640,989,0.99,1,0.001,2,0.009
,0,1,2,3,4,5,6,7,8
0,67138544049,5,2367,386,0.97,5,0.018,5,0.012
,0,1,2,3,4,5,6,7,8
0,100013499480,5,61466,9669,0.97,129,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,47846080902,5,27140,8709,0.97,72,0.008,131,0.022
,0,1,2,3,4,5,6,7,8
0,41770637637,5,425,131,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,65399059197,5,997,191,0.97,1,0.005,4,0.025
,0,1,2,3,4,5,6,7,8
0,11512010250,5,4990,4634,0.95,79,0.016,157,0.034
,0,1,2,3,4,5,6,7,8
0,47691986395,5,1476,372,0.93,9,0.022,16,0.048
,0,1,2,3,4,5,6,7,8
0,69256301897,5,2387,569,0.98,5,0.015,3,0.005
,0,1,2,3,4,5,6,7,8
0,1662398792,5,543,255,0.96,2,0.007,8,0.033
,0,1,2,3,4,5,6,7,8
0,66643043295,5,297,58,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025905934673,5,767,132,0.97,3,0.023,1,0.007
,0,1,2,3,4,5,6,7,8
0,100001030100,5,14855,5762,0.99,31,0.007,22,0.003
,0,1,2,3,4,5,6,7,8
0,10132774749,5,17078,15021,0.96,297,0.018,314,0.022
,0,1,2,3,4,5,6,7,8
0,53431659991,5,358,104,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,100015490518,5,338,71,0.97,1,0.017,1,0.013
,0,1,2,3,4,5,6,7,8
0,69256301896,5,2385,567,0.98,5,0.015,3,0.005
,0,1,2,3,4,5,6,7,8
0,1950378,5,164524,89406,0.99,396,0.008,225,0.002
,0,1,2,3,4,5,6,7,8
0,100001074756,5,69870,19590,0.98,129,0.017,78,0.003
,0,1,2,3,4,5,6,7,8
0,10026119200277,5,5053,857,0.99,3,0.003,5,0.007
,0,1,2,3,4,5,6,7,8
0,1397657109,5,10605,9071,0.97,139,0.017,130,0.013
,0,1,2,3,4,5,6,7,8
0,10025651590790,5,25498,3430,0.98,38,0.015,20,0.005
,0,1,2,3,4,5,6,7,8
0,68308376104,5,3970,771,0.96,14,0.028,10,0.012
,0,1,2,3,4,5,6,7,8
0,10025681160814,5,35,10,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,65593263923,5,1477,391,0.97,8,0.023,3,0.007
,0,1,2,3,4,5,6,7,8
0,36210046058,5,1306,554,0.97,8,0.02,6,0.01
,0,1,2,3,4,5,6,7,8
0,10020829903921,5,544,122,0.96,0,0.0,5,0.04
,0,1,2,3,4,5,6,7,8
0,100013122560,5,18957,3120,0.98,25,0.007,31,0.013
,0,1,2,3,4,5,6,7,8
0,64005593018,5,3230,909,0.97,10,0.01,17,0.02
,0,1,2,3,4,5,6,7,8
0,10024438873792,5,23,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,11280499310,5,1868,1742,0.98,13,0.007,15,0.013
,0,1,2,3,4,5,6,7,8
0,2375371,5,54676,17475,0.98,126,0.015,100,0.005
,0,1,2,3,4,5,6,7,8
0,11040614009,5,90760,47768,0.99,144,0.002,192,0.008
,0,1,2,3,4,5,6,7,8
0,66953793561,5,265,89,0.95,2,0.029,2,0.021
,0,1,2,3,4,5,6,7,8
0,10023258100032,5,857,172,0.97,3,0.019,2,0.011
,0,1,2,3,4,5,6,7,8
0,36824168123,5,28,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,25910479805,5,757,458,0.99,0,0.0,4,0.01
,0,1,2,3,4,5,6,7,8
0,1526531724,5,6856,5843,0.94,204,0.035,156,0.025
,0,1,2,3,4,5,6,7,8
0,71410101115,5,4856,891,0.94,25,0.026,29,0.034
,0,1,2,3,4,5,6,7,8
0,67315408666,5,55,13,0.92,1,0.08,0,0.0
,0,1,2,3,4,5,6,7,8
0,71410101114,5,4856,891,0.94,25,0.026,29,0.034
,0,1,2,3,4,5,6,7,8
0,100008348302,5,5521,1304,0.98,15,0.015,7,0.005
,0,1,2,3,4,5,6,7,8
0,10570362424,5,592,394,0.97,5,0.021,4,0.009
,0,1,2,3,4,5,6,7,8
0,10023628637637,5,18745,3040,0.99,15,0.007,12,0.003
,0,1,2,3,4,5,6,7,8
0,30845876449,5,347,295,0.95,4,0.012,9,0.038
,0,1,2,3,4,5,6,7,8
0,40990730811,5,4073,1123,0.96,24,0.028,15,0.012
,0,1,2,3,4,5,6,7,8
0,10024368692465,5,19,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100006307101,5,2714,689,0.98,9,0.013,5,0.007
,0,1,2,3,4,5,6,7,8
0,10026200722091,5,3970,771,0.96,14,0.028,10,0.012
,0,1,2,3,4,5,6,7,8
0,100016912752,5,661,337,0.98,2,0.015,2,0.005
,0,1,2,3,4,5,6,7,8
0,71410101117,5,4856,891,0.94,25,0.026,29,0.034
,0,1,2,3,4,5,6,7,8
0,100016863106,5,61465,9669,0.97,129,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,70866853997,5,1054,507,0.99,3,0.007,2,0.003
,0,1,2,3,4,5,6,7,8
0,10022113031486,5,529,79,0.94,2,0.023,3,0.037
,0,1,2,3,4,5,6,7,8
0,10025751382712,5,4856,891,0.94,25,0.026,29,0.034
,0,1,2,3,4,5,6,7,8
0,10024830728809,5,10812,38,0.97,1,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,530944,5,59816,38623,0.99,222,0.008,90,0.002
,0,1,2,3,4,5,6,7,8
0,10020353466864,5,5771,1565,0.96,25,0.015,26,0.025
,0,1,2,3,4,5,6,7,8
0,69847958931,5,1528,260,0.95,4,0.014,8,0.036
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1178879,5,1400457,817064,0.99,2379,0.009,1587,0.001
,0,1,2,3,4,5,6,7,8
0,730621,5,1373104,421907,0.99,1799,0.008,1055,0.002
,0,1,2,3,4,5,6,7,8
0,539384,5,614771,309681,0.99,742,0.009,450,0.001
,0,1,2,3,4,5,6,7,8
0,68246499124,5,1595,311,0.98,4,0.017,1,0.003
,0,1,2,3,4,5,6,7,8
0,1178877,5,705249,474307,0.99,1662,0.008,1026,0.002
,0,1,2,3,4,5,6,7,8
0,100013499308,5,1373106,421910,0.99,1799,0.008,1055,0.002
,0,1,2,3,4,5,6,7,8
0,3045819,5,258008,119899,0.99,415,0.008,287,0.002
,0,1,2,3,4,5,6,7,8
0,740669,5,441047,321955,0.99,1692,0.008,728,0.002
,0,1,2,3,4,5,6,7,8
0,988552,5,342723,166448,0.99,590,0.009,322,0.001
,0,1,2,3,4,5,6,7,8
0,1146840278,5,74452,42236,0.97,401,0.009,470,0.021
,0,1,2,3,4,5,6,7,8
0,319466,5,24551,15321,0.98,160,0.016,68,0.004
,0,1,2,3,4,5,6,7,8
0,1950414,5,217710,105027,0.99,369,0.007,347,0.003
,0,1,2,3,4,5,6,7,8
0,13857751631,5,2132,960,0.99,3,0.003,5,0.007
,0,1,2,3,4,5,6,7,8
0,100005229910,5,65515,15483,0.99,59,0.008,34,0.002
,0,1,2,3,4,5,6,7,8
0,100014625844,5,1783,304,0.98,4,0.014,2,0.006
,0,1,2,3,4,5,6,7,8
0,326437,5,226165,184190,0.99,742,0.009,282,0.001
,0,1,2,3,4,5,6,7,8
0,100008212807,5,5189,878,0.99,0,0.0,5,0.01
,0,1,2,3,4,5,6,7,8
0,100000995449,5,27559,8519,0.99,15,0.01,8,0.0
,0,1,2,3,4,5,6,7,8
0,100005011290,5,12193,2082,0.99,11,0.009,3,0.001
,0,1,2,3,4,5,6,7,8
0,100011915688,5,23083,7560,0.98,50,0.015,39,0.005
,0,1,2,3,4,5,6,7,8
0,45199218657,5,23565,4858,0.98,36,0.007,37,0.013
,0,1,2,3,4,5,6,7,8
0,5110587,5,115984,52574,0.99,154,0.009,95,0.001
,0,1,2,3,4,5,6,7,8
0,5595782,5,9650,6064,0.99,16,0.008,13,0.002
,0,1,2,3,4,5,6,7,8
0,1153610,5,323619,128837,0.99,502,0.008,263,0.002
,0,1,2,3,4,5,6,7,8
0,10462504806,5,2438,1164,0.98,2,0.001,15,0.019
,0,1,2,3,4,5,6,7,8
0,100013080988,5,82724,14053,0.98,125,0.015,77,0.005
,0,1,2,3,4,5,6,7,8
0,1638970448,5,846,654,0.98,3,0.004,4,0.016
,0,1,2,3,4,5,6,7,8
0,100006765929,5,8620,1501,0.97,21,0.024,10,0.006
,0,1,2,3,4,5,6,7,8
0,4220068,5,8147,5166,0.99,12,0.009,10,0.001
,0,1,2,3,4,5,6,7,8
0,62257811668,5,23562,4855,0.98,36,0.007,37,0.013
,0,1,2,3,4,5,6,7,8
0,22940961577,5,10278,4376,0.98,27,0.006,47,0.014
,0,1,2,3,4,5,6,7,8
0,1015199455,5,408,224,0.97,2,0.008,4,0.022
,0,1,2,3,4,5,6,7,8
0,62257811668,5,23562,4855,0.98,36,0.007,37,0.013
,0,1,2,3,4,5,6,7,8
0,12109976811,5,4090,2724,0.99,7,0.009,4,0.001
,0,1,2,3,4,5,6,7,8
0,64513414729,5,15283,3084,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,100007660890,5,8338,1816,0.99,4,0.009,3,0.001
,0,1,2,3,4,5,6,7,8
0,10462504806,5,2438,1164,0.98,2,0.001,15,0.019
,0,1,2,3,4,5,6,7,8
0,44068480224,5,16091,3082,0.98,38,0.013,23,0.007
,0,1,2,3,4,5,6,7,8
0,508480,5,649244,448053,0.99,1868,0.009,781,0.001
,0,1,2,3,4,5,6,7,8
0,100001529693,5,68595,20534,0.98,243,0.013,158,0.007
,0,1,2,3,4,5,6,7,8
0,1337152,5,441045,321955,0.99,1692,0.008,728,0.002
,0,1,2,3,4,5,6,7,8
0,100009084885,5,61465,9669,0.97,129,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,539384,5,614772,309684,0.99,742,0.009,450,0.001
,0,1,2,3,4,5,6,7,8
0,2020616,5,73369,52614,0.98,302,0.016,232,0.004
,0,1,2,3,4,5,6,7,8
0,1878731,5,8962,3697,0.99,11,0.009,6,0.001
,0,1,2,3,4,5,6,7,8
0,65041751533,5,9230,2128,0.97,32,0.02,22,0.01
,0,1,2,3,4,5,6,7,8
0,100000384053,5,149341,68767,0.98,493,0.017,258,0.003
,0,1,2,3,4,5,6,7,8
0,710305,5,47202,30547,0.99,193,0.008,84,0.002
,0,1,2,3,4,5,6,7,8
0,1178877,5,705249,474307,0.99,1662,0.008,1026,0.002
,0,1,2,3,4,5,6,7,8
0,28825871847,5,6192,1801,0.98,17,0.009,18,0.011
,0,1,2,3,4,5,6,7,8
0,67039885120,5,4091,2725,0.99,7,0.009,4,0.001
,0,1,2,3,4,5,6,7,8
0,100008509237,5,101948,27381,0.99,166,0.008,73,0.002
,0,1,2,3,4,5,6,7,8
0,100011878452,5,5189,855,0.97,16,0.025,5,0.005
,0,1,2,3,4,5,6,7,8
0,1950434,5,165313,88437,0.99,222,0.008,187,0.002
,0,1,2,3,4,5,6,7,8
0,14974876698,5,16369,9671,0.99,38,0.008,20,0.002
,0,1,2,3,4,5,6,7,8
0,7429026,5,20778,5285,0.98,29,0.015,29,0.005
,0,1,2,3,4,5,6,7,8
0,4333977,5,37163,18898,0.99,77,0.009,35,0.001
,0,1,2,3,4,5,6,7,8
0,69374049641,5,17249,2887,0.96,53,0.026,44,0.014
,0,1,2,3,4,5,6,7,8
0,100000694594,5,37170,8493,0.97,102,0.019,101,0.011
,0,1,2,3,4,5,6,7,8
0,59162023606,5,2938,596,0.97,10,0.021,6,0.009
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10538788694,5,3207,1655,0.98,12,0.015,9,0.005
,0,1,2,3,4,5,6,7,8
0,70022904469,5,222,42,0.95,1,0.028,1,0.022
,0,1,2,3,4,5,6,7,8
0,100015747168,5,9386,1712,0.99,2,0.001,7,0.009
,0,1,2,3,4,5,6,7,8
0,63255671623,5,2021,293,0.96,7,0.027,4,0.013
,0,1,2,3,4,5,6,7,8
0,33451846934,5,3807,981,0.98,6,0.015,5,0.005
,0,1,2,3,4,5,6,7,8
0,10023067279396,5,17064,2206,0.97,21,0.009,30,0.021
,0,1,2,3,4,5,6,7,8
0,56224531715,5,1624,351,0.96,7,0.029,4,0.011
,0,1,2,3,4,5,6,7,8
0,5039219,5,1048,520,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,64946471295,5,2713,358,0.98,6,0.018,1,0.002
,0,1,2,3,4,5,6,7,8
0,100007001299,5,5701,1212,0.98,11,0.016,6,0.004
,0,1,2,3,4,5,6,7,8
0,100016452768,5,770,102,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100005852487,5,9826,2280,0.99,10,0.004,12,0.006
,0,1,2,3,4,5,6,7,8
0,26014180154,5,856,460,0.99,1,0.002,2,0.008
,0,1,2,3,4,5,6,7,8
0,2676346,5,88136,51490,0.99,215,0.008,123,0.002
,0,1,2,3,4,5,6,7,8
0,100014765714,5,115983,52574,0.99,154,0.009,95,0.001
,0,1,2,3,4,5,6,7,8
0,100000852771,5,11215,4622,0.99,26,0.009,9,0.001
,0,1,2,3,4,5,6,7,8
0,72283518428,5,118,34,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100014032108,5,14902,2858,0.99,13,0.007,9,0.003
,0,1,2,3,4,5,6,7,8
0,100009940004,5,75113,46827,0.99,147,0.009,49,0.001
,0,1,2,3,4,5,6,7,8
0,100004255738,5,36940,9540,0.99,49,0.007,35,0.003
,0,1,2,3,4,5,6,7,8
0,32111387814,5,28806,7947,0.99,27,0.009,10,0.001
,0,1,2,3,4,5,6,7,8
0,32111387813,5,28795,7936,0.99,27,0.009,10,0.001
,0,1,2,3,4,5,6,7,8
0,42416371743,5,28802,7943,0.99,27,0.009,10,0.001
,0,1,2,3,4,5,6,7,8
0,1877447,5,1466,740,0.98,5,0.016,3,0.004
,0,1,2,3,4,5,6,7,8
0,10025486379683,5,8,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100006765921,5,82722,14054,0.98,125,0.015,77,0.005
,0,1,2,3,4,5,6,7,8
0,25692685930,5,53027,25629,0.99,71,0.009,37,0.001
,0,1,2,3,4,5,6,7,8
0,100005094732,5,109932,21831,0.98,218,0.013,159,0.007
,0,1,2,3,4,5,6,7,8
0,6338076,5,101949,27382,0.99,166,0.008,73,0.002
,0,1,2,3,4,5,6,7,8
0,2241670,5,205257,94660,0.99,451,0.008,266,0.002
,0,1,2,3,4,5,6,7,8
0,63545978178,5,639,103,0.96,0,0.0,4,0.04
,0,1,2,3,4,5,6,7,8
0,5148033,5,4727,2475,0.99,13,0.008,5,0.002
,0,1,2,3,4,5,6,7,8
0,988577,5,183530,125972,0.99,526,0.008,257,0.002
,0,1,2,3,4,5,6,7,8
0,39077663325,5,8256,2292,0.98,17,0.017,8,0.003
,0,1,2,3,4,5,6,7,8
0,100014851496,5,61499,9672,0.97,129,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,100008535076,5,649242,448052,0.99,1867,0.009,781,0.001
,0,1,2,3,4,5,6,7,8
0,25347916949,5,3902,1847,0.99,12,0.008,4,0.002
,0,1,2,3,4,5,6,7,8
0,988579,5,318042,232634,0.99,717,0.008,468,0.002
,0,1,2,3,4,5,6,7,8
0,967641,5,205257,94660,0.99,451,0.008,266,0.002
,0,1,2,3,4,5,6,7,8
0,10020858414133,5,633,143,0.97,3,0.024,1,0.006
,0,1,2,3,4,5,6,7,8
0,100005011288,5,36971,8100,0.98,65,0.016,33,0.004
,0,1,2,3,4,5,6,7,8
0,10022355048777,5,38,8,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,18559702580,5,4680,2207,0.99,3,0.001,7,0.009
,0,1,2,3,4,5,6,7,8
0,508522,5,39497,26457,0.99,131,0.008,57,0.002
,0,1,2,3,4,5,6,7,8
0,33258385039,5,2288,773,0.97,10,0.018,10,0.012
,0,1,2,3,4,5,6,7,8
0,68157296538,5,15279,3080,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,10023483076006,5,696,123,0.97,0,0.0,3,0.03
,0,1,2,3,4,5,6,7,8
0,24865716087,5,7972,1888,0.97,28,0.02,20,0.01
,0,1,2,3,4,5,6,7,8
0,100016862080,5,992,182,0.98,1,0.005,2,0.015
,0,1,2,3,4,5,6,7,8
0,6725880,5,115974,52565,0.99,154,0.009,95,0.001
,0,1,2,3,4,5,6,7,8
0,68157296536,5,15277,3078,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,100007423260,5,91992,59101,0.99,315,0.008,169,0.002
,0,1,2,3,4,5,6,7,8
0,100010504780,5,14558,3400,0.99,18,0.006,14,0.004
,0,1,2,3,4,5,6,7,8
0,28825871848,5,6192,1801,0.98,17,0.009,18,0.011
,0,1,2,3,4,5,6,7,8
0,100017002614,5,69870,19590,0.98,129,0.017,78,0.003
,0,1,2,3,4,5,6,7,8
0,100001313328,5,14896,2852,0.99,13,0.007,9,0.003
,0,1,2,3,4,5,6,7,8
0,34682345481,5,7785,2289,0.98,14,0.015,13,0.005
,0,1,2,3,4,5,6,7,8
0,42681930712,5,4384,998,0.97,11,0.01,17,0.02
,0,1,2,3,4,5,6,7,8
0,10025161874326,5,3819,508,0.98,5,0.015,3,0.005
,0,1,2,3,4,5,6,7,8
0,5148039,5,7644,3773,0.99,16,0.009,6,0.001
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008534808,5,75115,46829,0.99,147,0.009,49,0.001
,0,1,2,3,4,5,6,7,8
0,68157296536,5,15277,3078,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,100009532603,5,649221,448031,0.99,1867,0.009,781,0.001
,0,1,2,3,4,5,6,7,8
0,10025161874326,5,3819,508,0.98,5,0.015,3,0.005
,0,1,2,3,4,5,6,7,8
0,100007018645,5,8665,1337,0.99,7,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,2236603,5,16026,8581,0.99,17,0.01,7,0.0
,0,1,2,3,4,5,6,7,8
0,2241670,5,205257,94660,0.99,451,0.008,266,0.002
,0,1,2,3,4,5,6,7,8
0,5148039,5,7644,3773,0.99,16,0.009,6,0.001
,0,1,2,3,4,5,6,7,8
0,100016843508,5,38991,18275,0.99,29,0.01,15,0.0
,0,1,2,3,4,5,6,7,8
0,100010504780,5,14558,3400,0.99,18,0.006,14,0.004
,0,1,2,3,4,5,6,7,8
0,34358573096,5,970,314,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,52505500105,5,518,100,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,63545978178,5,639,103,0.96,0,0.0,4,0.04
,0,1,2,3,4,5,6,7,8
0,100007423260,5,91992,59101,0.99,315,0.008,169,0.002
,0,1,2,3,4,5,6,7,8
0,68751986372,5,838,216,0.98,3,0.016,1,0.004
,0,1,2,3,4,5,6,7,8
0,64837328210,5,818,162,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,64656959517,5,237,34,0.97,1,0.03,0,0.0
,0,1,2,3,4,5,6,7,8
0,100015003592,5,217711,105029,0.99,369,0.007,347,0.003
,0,1,2,3,4,5,6,7,8
0,1950434,5,165313,88437,0.99,222,0.008,187,0.002
,0,1,2,3,4,5,6,7,8
0,1904922,5,244938,116704,0.99,706,0.007,386,0.003
,0,1,2,3,4,5,6,7,8
0,100003018674,5,18743,3205,0.98,16,0.004,17,0.016
,0,1,2,3,4,5,6,7,8
0,27076130542,5,3099,765,0.97,6,0.007,10,0.023
,0,1,2,3,4,5,6,7,8
0,1904915,5,244937,116704,0.99,706,0.007,385,0.003
,0,1,2,3,4,5,6,7,8
0,29874930382,5,17635,6608,0.99,21,0.003,32,0.007
,0,1,2,3,4,5,6,7,8
0,10023953003539,5,38,6,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1621438548,5,1924,1234,0.94,28,0.021,37,0.039
,0,1,2,3,4,5,6,7,8
0,68157296537,5,15279,3081,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,100016270466,5,129124,90741,0.99,415,0.008,219,0.002
,0,1,2,3,4,5,6,7,8
0,100016719384,5,61496,9669,0.97,129,0.021,95,0.009
,0,1,2,3,4,5,6,7,8
0,100000422206,5,7097,2497,0.98,14,0.015,13,0.005
,0,1,2,3,4,5,6,7,8
0,100000422206,5,7097,2497,0.98,14,0.015,13,0.005
,0,1,2,3,4,5,6,7,8
0,50925154897,5,535,93,0.96,2,0.03,1,0.01
,0,1,2,3,4,5,6,7,8
0,72128132202,5,2954,442,0.95,11,0.023,12,0.027
,0,1,2,3,4,5,6,7,8
0,62627855676,5,466,104,0.98,2,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,5595760,5,165301,88425,0.99,222,0.008,187,0.002
,0,1,2,3,4,5,6,7,8
0,64225603051,5,2348,555,0.98,7,0.017,2,0.003
,0,1,2,3,4,5,6,7,8
0,735029,5,31375,27267,0.98,297,0.016,126,0.004
,0,1,2,3,4,5,6,7,8
0,11043825174,5,35589,24720,0.99,89,0.008,68,0.002
,0,1,2,3,4,5,6,7,8
0,66509339707,5,7705,1320,0.97,20,0.022,11,0.008
,0,1,2,3,4,5,6,7,8
0,100001074720,5,69870,19590,0.98,129,0.017,78,0.003
,0,1,2,3,4,5,6,7,8
0,48690717807,5,873,340,0.97,5,0.025,2,0.005
,0,1,2,3,4,5,6,7,8
0,530948,5,59842,38624,0.99,222,0.008,90,0.002
,0,1,2,3,4,5,6,7,8
0,53105088986,5,2280,431,0.98,4,0.014,3,0.006
,0,1,2,3,4,5,6,7,8
0,65170992112,5,4177,958,0.97,18,0.02,10,0.01
,0,1,2,3,4,5,6,7,8
0,10023364715413,5,1197,265,0.97,3,0.01,5,0.02
,0,1,2,3,4,5,6,7,8
0,40735712162,5,4073,1123,0.96,24,0.028,15,0.012
,0,1,2,3,4,5,6,7,8
0,14974876698,5,16369,9671,0.99,38,0.008,20,0.002
,0,1,2,3,4,5,6,7,8
0,33166452999,5,753,309,0.99,1,0.007,1,0.003
,0,1,2,3,4,5,6,7,8
0,68078815947,5,15277,3078,0.97,37,0.011,39,0.019
,0,1,2,3,4,5,6,7,8
0,10022919359180,5,1490,264,0.98,1,0.003,2,0.017
,0,1,2,3,4,5,6,7,8
0,319392,5,79990,67606,0.97,1090,0.025,390,0.005
,0,1,2,3,4,5,6,7,8
0,69585849272,5,448,83,0.96,0,0.0,3,0.04
,0,1,2,3,4,5,6,7,8
0,18362539991,5,3742,2098,0.98,12,0.005,20,0.015
,0,1,2,3,4,5,6,7,8
0,10026060641011,5,32,5,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1015284853,5,177,69,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10023673515976,5,308,66,0.97,1,0.016,1,0.014
,0,1,2,3,4,5,6,7,8
0,10023377824314,5,273,57,0.96,1,0.024,1,0.016
,0,1,2,3,4,5,6,7,8
0,10021947721275,5,594,69,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
